Item Name,ID,Max Stack Size,Has Block,Creative Tabs,Block Loot Behavior,No Loot Table,Override Loot Source Block,Vanilla Loot Method,Loot Drop Field,Included
Villager Spawn Egg,villager_spawn_egg,64,No,spawn_eggs,,No,,,,No
Vindicator Spawn Egg,vindicator_spawn_egg,64,No,spawn_eggs,,No,,,,No
Vine,vine,64,Yes,natural_blocks,default,No,,custom,,Yes
Wandering Trader Spawn Egg,wandering_trader_spawn_egg,64,No,spawn_eggs,,No,,,,No
Ward Armor Trim Smithing Template,ward_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Warden Spawn Egg,warden_spawn_egg,64,No,spawn_eggs,,No,,,,No
Warped Button,warped_button,64,Yes,building_blocks,default,No,,drop_self,,Yes
Warped Door,warped_door,64,Yes,building_blocks,default,No,,custom,,Yes
Warped Fence,warped_fence,64,Yes,building_blocks,default,No,,drop_self,,Yes
Warped Fence Gate,warped_fence_gate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Warped Fungus,warped_fungus,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Warped Fungus On A Stick,warped_fungus_on_a_stick,1,No,tools_and_utilities,,No,,,,No
Warped Hanging Sign,warped_hanging_sign,16,Yes,functional_blocks,default,No,,drop_self,,Yes
Warped Hyphae,warped_hyphae,64,Yes,building_blocks,default,No,,drop_self,,Yes
Warped Nylium,warped_nylium,64,Yes,natural_blocks,default,No,,custom,,Yes
Warped Planks,warped_planks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Warped Pressure Plate,warped_pressure_plate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Warped Roots,warped_roots,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Warped Sign,warped_sign,16,Yes,functional_blocks,default,No,,drop_self,,Yes
Warped Slab,warped_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Warped Stairs,warped_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Warped Stem,warped_stem,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Warped Trapdoor,warped_trapdoor,64,Yes,building_blocks,default,No,,drop_self,,Yes
Warped Wart Block,warped_wart_block,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Water Bucket,water_bucket,1,No,tools_and_utilities,,No,,,,No
Waxed Chiseled Copper,waxed_chiseled_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Copper Block,waxed_copper_block,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Copper Bulb,waxed_copper_bulb,64,Yes,building_blocks; functional_blocks; redstone_blocks,default,No,,drop_self,,Yes
Waxed Copper Door,waxed_copper_door,64,Yes,building_blocks,default,No,,custom,,Yes
Waxed Copper Grate,waxed_copper_grate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Copper Trapdoor,waxed_copper_trapdoor,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Cut Copper,waxed_cut_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Cut Copper Slab,waxed_cut_copper_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Waxed Cut Copper Stairs,waxed_cut_copper_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Exposed Chiseled Copper,waxed_exposed_chiseled_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Exposed Copper,waxed_exposed_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Exposed Copper Bulb,waxed_exposed_copper_bulb,64,Yes,building_blocks; functional_blocks; redstone_blocks,default,No,,drop_self,,Yes
Waxed Exposed Copper Door,waxed_exposed_copper_door,64,Yes,building_blocks,default,No,,custom,,Yes
Waxed Exposed Copper Grate,waxed_exposed_copper_grate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Exposed Copper Trapdoor,waxed_exposed_copper_trapdoor,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Exposed Cut Copper,waxed_exposed_cut_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Exposed Cut Copper Slab,waxed_exposed_cut_copper_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Waxed Exposed Cut Copper Stairs,waxed_exposed_cut_copper_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Oxidized Chiseled Copper,waxed_oxidized_chiseled_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Oxidized Copper,waxed_oxidized_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Oxidized Copper Bulb,waxed_oxidized_copper_bulb,64,Yes,building_blocks; functional_blocks; redstone_blocks,default,No,,drop_self,,Yes
Waxed Oxidized Copper Door,waxed_oxidized_copper_door,64,Yes,building_blocks,default,No,,custom,,Yes
Waxed Oxidized Copper Grate,waxed_oxidized_copper_grate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Oxidized Copper Trapdoor,waxed_oxidized_copper_trapdoor,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Oxidized Cut Copper,waxed_oxidized_cut_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Oxidized Cut Copper Slab,waxed_oxidized_cut_copper_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Waxed Oxidized Cut Copper Stairs,waxed_oxidized_cut_copper_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Weathered Chiseled Copper,waxed_weathered_chiseled_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Weathered Copper,waxed_weathered_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Weathered Copper Bulb,waxed_weathered_copper_bulb,64,Yes,building_blocks; functional_blocks; redstone_blocks,default,No,,drop_self,,Yes
Waxed Weathered Copper Door,waxed_weathered_copper_door,64,Yes,building_blocks,default,No,,custom,,Yes
Waxed Weathered Copper Grate,waxed_weathered_copper_grate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Weathered Copper Trapdoor,waxed_weathered_copper_trapdoor,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Weathered Cut Copper,waxed_weathered_cut_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Waxed Weathered Cut Copper Slab,waxed_weathered_cut_copper_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Waxed Weathered Cut Copper Stairs,waxed_weathered_cut_copper_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Wayfinder Armor Trim Smithing Template,wayfinder_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Weathered Chiseled Copper,weathered_chiseled_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Weathered Copper,weathered_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Weathered Copper Bulb,weathered_copper_bulb,64,Yes,building_blocks; functional_blocks,default,No,,drop_self,,Yes
Weathered Copper Door,weathered_copper_door,64,Yes,building_blocks,default,No,,custom,,Yes
Weathered Copper Grate,weathered_copper_grate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Weathered Copper Trapdoor,weathered_copper_trapdoor,64,Yes,building_blocks,default,No,,drop_self,,Yes
Weathered Cut Copper,weathered_cut_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Weathered Cut Copper Slab,weathered_cut_copper_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Weathered Cut Copper Stairs,weathered_cut_copper_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Weeping Vines,weeping_vines,64,Yes,natural_blocks,default,No,,,,Yes
Wet Sponge,wet_sponge,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Wheat,wheat,64,No,ingredients,,No,,,,Yes
Wheat Seeds,wheat_seeds,64,No,natural_blocks,,No,,,,Yes
White Banner,white_banner,16,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
White Bed,white_bed,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
White Bundle,white_bundle,1,No,tools_and_utilities,,No,,,,No
White Candle,white_candle,64,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
White Carpet,white_carpet,64,Yes,colored_blocks,default,No,,drop_self,,Yes
White Concrete,white_concrete,64,Yes,colored_blocks,default,No,,drop_self,,Yes
White Concrete Powder,white_concrete_powder,64,Yes,colored_blocks,default,No,,drop_self,,Yes
White Dye,white_dye,64,No,ingredients,,No,,,,Yes
White Glazed Terracotta,white_glazed_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
White Harness,white_harness,1,No,tools_and_utilities,,No,,,,No
White Shulker Box,white_shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
White Stained Glass,white_stained_glass,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
White Stained Glass Pane,white_stained_glass_pane,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
White Terracotta,white_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
White Tulip,white_tulip,64,Yes,natural_blocks,default,No,,drop_self,,Yes
White Wool,white_wool,64,Yes,colored_blocks; redstone_blocks,default,No,,drop_self,,Yes
Wild Armor Trim Smithing Template,wild_armor_trim_smithing_template,64,No,ingredients,,No,,,,Yes
Wildflowers,wildflowers,64,Yes,natural_blocks,default,No,,custom,,Yes
Wind Charge,wind_charge,64,No,tools_and_utilities; combat,,No,,,,Yes
Witch Spawn Egg,witch_spawn_egg,64,No,spawn_eggs,,No,,,,No
Wither Rose,wither_rose,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Wither Skeleton Skull,wither_skeleton_skull,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Wither Skeleton Spawn Egg,wither_skeleton_spawn_egg,64,No,spawn_eggs,,No,,,,No
Wither Spawn Egg,wither_spawn_egg,64,No,,,No,,,,No
Wolf Armor,wolf_armor,1,No,combat,,No,,,,No
Wolf Spawn Egg,wolf_spawn_egg,64,No,spawn_eggs,,No,,,,No
Wooden Axe,wooden_axe,1,No,tools_and_utilities; combat,,No,,,,No
Wooden Hoe,wooden_hoe,1,No,tools_and_utilities,,No,,,,No
Wooden Pickaxe,wooden_pickaxe,1,No,tools_and_utilities,,No,,,,No
Wooden Shovel,wooden_shovel,1,No,tools_and_utilities,,No,,,,No
Wooden Sword,wooden_sword,1,No,combat,,No,,,,No
Writable Book,writable_book,1,No,tools_and_utilities,,No,,,,No
Written Book,written_book,16,No,,,No,,,,No
Yellow Banner,yellow_banner,16,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Yellow Bed,yellow_bed,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Yellow Bundle,yellow_bundle,1,No,tools_and_utilities,,No,,,,No
Yellow Candle,yellow_candle,64,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Yellow Carpet,yellow_carpet,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Yellow Concrete,yellow_concrete,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Yellow Concrete Powder,yellow_concrete_powder,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Yellow Dye,yellow_dye,64,No,ingredients,,No,,,,Yes
Yellow Glazed Terracotta,yellow_glazed_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Yellow Harness,yellow_harness,1,No,tools_and_utilities,,No,,,,No
Yellow Shulker Box,yellow_shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Yellow Stained Glass,yellow_stained_glass,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Yellow Stained Glass Pane,yellow_stained_glass_pane,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Yellow Terracotta,yellow_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Yellow Wool,yellow_wool,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Zoglin Spawn Egg,zoglin_spawn_egg,64,No,spawn_eggs,,No,,,,No
Zombie Head,zombie_head,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Zombie Horse Spawn Egg,zombie_horse_spawn_egg,64,No,spawn_eggs,,No,,,,No
Zombie Spawn Egg,zombie_spawn_egg,64,No,spawn_eggs,,No,,,,No
Zombie Villager Spawn Egg,zombie_villager_spawn_egg,64,No,spawn_eggs,,No,,,,No
Zombified Piglin Spawn Egg,zombified_piglin_spawn_egg,64,No,spawn_eggs,,No,,,,No
